epochhours,last_price,firm_executable_bid,firm_executable_ask,market_estimate_bid,market_estimate_ask
1606744800,,125.1199831,125.7107288,,
1606748400,,125.0770492,125.666377,,
1606748400,,,,124.945687,125.6657872
1606752000,,125.0256167,125.6105333,,
1606752000,,,,124.9065147,125.6095904
1606755600,,125.005,125.589,,
1606780800,,,,124.898,125.604
1606802400,,125.128,125.718,,
1606806000,,,,124.9727379,125.5963354
1606806000,,125.08524,125.67842,,
1606809600,,125.1110984,125.7073443,,
1606809600,,,,124.9546703,125.6538901
1606813200,,,,124.7934829,125.5048063
1606813200,,124.9876094,125.5831719,,
1606816800,,,,124.7525852,125.4669713
1606816800,,124.9635893,125.5584107,,
1606820400,,,,124.8197979,125.5319827
1606820400,,125.0123214,125.6070536,,
1606824000,,,,124.8659776,125.5793168
1606824000,,125.04794,125.64314,,
1606827600,,,,124.7566947,125.4683985
1606827600,,124.9802459,125.5752459,,
1606831200,,,,124.608369,125.3237063
1606831200,,124.8279344,125.4208361,,
1606834800,,,,124.4587459,125.1593566
1606834800,125.227,,,,
1606834800,,124.7277639,125.3184444,,
1606838400,,,,124.3760111,125.0876292
1606838400,,124.6577344,125.2534844,,
1606842000,,124.656,125.252,,
1606867200,,,,124.423,125.142
1606892400,,124.5523488,125.1525581,,
1606892400,,,,124.3438237,124.9651203
1606896000,,,,124.3933587,125.1057477
1606896000,,124.5755185,125.1744444,,
1606899600,,124.54108,125.13428,,
1606899600,,,,124.3251649,125.0290333
1606903200,,,,124.3729725,125.0689644
1606903200,,124.56855,125.16195,,
1606906800,,,,124.4108815,125.1060292
1606906800,,124.6152632,125.2085789,,
1606910400,,124.6230741,125.217037,,
1606910400,,,,124.4394033,125.120185
1606914000,,,,124.3521318,125.0337955
1606914000,,124.5886,125.18332,,
1606917600,,124.5865,125.1808077,,
1606917600,,,,124.3402729,125.0211692
1606921200,,124.5984375,125.1934063,,
1606921200,,,,124.3694277,125.0503935
1606924800,,124.6690303,125.2656515,,
1606924800,,,,124.4030912,125.0961856
1606928400,,,,124.397,125.102
1606953600,,,,124.397,125.102
1606978800,,124.7208163,125.3337143,,
1606978800,,,,124.5360471,125.1541294
1606982400,,124.7183684,125.3316842,,
1606982400,,,,124.489312,125.179429
1606986000,,,,124.5892177,125.2878289
1606986000,,124.8662,125.4791333,,
1606989600,,124.9292941,125.5425,,
1606989600,,,,124.6896267,125.3896329
1606993200,,125.0020333,125.6135333,,
1606993200,,,,124.7749157,125.4731669
1606996800,,,,124.7784703,125.4737844
1606996800,,125.0090667,125.6187333,,
1607000400,,,,124.7215204,125.415717
1607000400,,124.9678421,125.5807105,,
1607004000,,,,124.7636056,125.4545385
1607004000,,124.9794884,125.5925116,,
1607007600,,125.007125,125.611525,,
1607007600,,,,124.7869155,125.4747966
1607011200,,,,124.8424394,125.5426257
1607011200,,124.9883636,125.6016667,,
1607014800,,,,124.95,125.652
1607040000,,,,124.95,125.652
1607065200,,,,125.0744296,125.6634081
1607065200,,125.169,125.79175,,
1607068800,,125.2735333,125.8993333,,
1607068800,,,,125.0954509,125.7730522
1607072400,,125.3001667,125.9281111,,
1607072400,,,,125.1066151,125.7781638
1607076000,,,,125.0693517,125.7585994
1607076000,,125.2270769,125.8511538,,
1607079600,,,,125.0595789,125.7443898
1607079600,,125.3161538,125.9410769,,
1607083200,,125.3608696,125.9861304,,
1607083200,,,,125.1057086,125.7939879
1607086800,,,,125.1073175,125.7931422
1607086800,,125.4007742,126.0270968,,
1607090400,,,,125.0073465,125.6910866
1607090400,,125.2741,125.8991667,,
1607094000,,125.2660435,125.8912174,,
1607094000,,,,124.994535,125.6741545
1607097600,,,,124.9682366,125.6578205
1607097600,,125.2341724,125.8588276,,
1607126400,,,,125.02,125.727
1607180400,,,,125.02,125.727
1607194800,,,,125.02,125.727
1607198400,,,,125.02,125.727
1607299200,,,,125.02,125.727
1607324400,,,,125.2539027,125.8794195
1607324400,,125.3777297,125.9905135,,
1607328000,,,,125.407531,126.0874493
1607328000,,125.5319726,126.1452603,,
1607331600,,125.5538,126.1679231,,
1607331600,,,,125.4228853,126.1035093
1607335200,,,,125.400704,126.0866875
1607335200,,125.5461061,126.1581667,,
1607338800,,,,125.3833622,126.0690689
1607338800,,125.5061061,126.1157879,,
1607342400,,125.4918511,126.1007447,,
1607342400,,,,125.3690063,126.0526195
1607346000,,125.4970517,126.1006379,,
1607346000,,,,125.3702905,126.0554334
1607349600,,,,125.3583921,126.0446326
1607349600,,125.4826897,126.0863966,,
1607353200,,,,125.4291833,126.1180376
1607353200,,125.5344643,126.1380893,,
1607356800,,,,125.4592782,126.1514556
1607356800,,125.5660317,126.1694762,,
1607360400,,,,125.432,126.131
1607360400,,125.5715,126.179,,
1607385600,,,,125.432,126.131
1607407200,,125.578,126.194,,
1607410800,,125.6065,126.2396724,,
1607410800,,,,125.5620586,126.2492037
1607414400,,,,125.5811021,126.2827177
1607414400,,125.4822381,126.3348095,,
1607418000,,125.471371,126.2959516,,
1607418000,,,,125.5503905,126.2523107
1607421600,126.003,,,,
1607421600,,,,125.6454295,126.3490781
1607421600,,125.4940476,126.4167619,,
1607425200,,,,125.5912533,126.2938898
1607425200,,125.6136833,126.3149333,,
1607428800,,125.6815192,126.3262308,,
1607428800,,,,125.6128142,126.316618
1607432400,,,,125.6341648,126.336032
1607432400,,125.6696333,126.3769167,,
1607436000,,,,125.743814,126.4382607
1607436000,,125.7154444,126.502127,,
1607439600,,,,125.8666578,126.5701962
1607439600,,125.872541,126.5809016,,
1607443200,,125.8372258,126.5653226,,
1607443200,,,,125.839373,126.5359877
1607472000,,,,125.782,126.496
1607493600,,125.666,126.276,,
1607497200,,125.6042778,126.506963,,
1607497200,,,,125.7401897,126.4491429
1607500800,,125.7952456,126.4064386,,
1607500800,,,,125.6683783,126.3917582
1607504400,,125.7984615,126.4096923,,
1607504400,,,,125.6840782,126.4040067
1607508000,,125.7916731,126.4022885,,
1607508000,,,,125.6530797,126.3727254
1607511600,,,,125.6485027,126.3693447
1607511600,,125.7841961,126.3953333,,
1607515200,,125.7845625,126.3956667,,
1607515200,,,,125.6556369,126.3762454
1607518800,,125.8189643,126.4263393,,
1607518800,,,,125.7021607,126.4260154
1607522400,,125.8554746,126.4586271,,
1607522400,,,,125.7358486,126.4600862
1607522400,126.076,,,,
1607526000,,,,125.7210517,126.4602806
1607526000,126.078,,,,
1607526000,,125.8286071,126.4398214,,
1607529600,,125.8598214,126.4713929,,
1607529600,,,,125.7708561,126.5054778
1607558400,,,,125.779,126.492
1607583600,,,,125.8897072,126.5361217
1607583600,,125.90762,126.51696,,
1607587200,,125.8955472,126.5143774,,
1607587200,,,,125.7851013,126.5464933
1607590800,,125.9138462,126.5332692,,
1607590800,,,,125.8161062,126.5815201
1607594400,,,,125.8837043,126.6405857
1607594400,,125.9708448,126.5904138,,
1607598000,,,,125.902067,126.6612841
1607598000,,125.9900755,126.6098302,,
1607601600,,126.0122308,126.6313846,,
1607601600,,,,125.9004679,126.6684571
1607605200,,125.7873452,126.4053452,,
1607605200,,,,125.639537,126.3919373
1607608800,,125.7089437,126.3270141,,
1607608800,,,,125.5967244,126.3432
1607612400,,125.769129,126.3876613,,
1607612400,,,,125.6267273,126.3768405
1607616000,,,,125.6627367,126.4051551
1607616000,,125.7822373,126.4008475,,
1607619600,,125.802,126.421,,
1607619600,,,,125.7,126.448
1607644800,,,,125.7,126.448
1607670000,,,,125.7953827,126.5196592
1607670000,,125.8150833,126.4325556,,
1607673600,,125.8945246,126.5120492,,
1607673600,,,,125.8750018,126.6134087
1607677200,,,,125.9747116,126.7256674
1607677200,,126.0017797,126.6118814,,
1607680800,,,,126.0152689,126.7774545
1607680800,,126.0571228,126.6649123,,
1607684400,,,,126.0487916,126.814763
1607684400,,126.0636731,126.6791731,,
1607688000,,126.1148393,126.730625,,
1607688000,,,,126.1015625,126.85325
1607691600,,,,126.0690738,126.8189262
1607691600,,126.0724032,126.687871,,
1607695200,,,,126.0336052,126.7841876
1607695200,,126.0320893,126.6471429,,
1607695200,126.461,,,,
1607698800,,126.1143065,126.7305645,,
1607698800,,,,126.0156678,126.773648
1607702400,,126.1810179,126.7978214,,
1607702400,,,,125.9958569,126.7594695
1607731200,,,,126.001,126.768
1607785200,,,,126.001,126.768
1607799600,,,,126.001,126.768
1607904000,,,,126.001,126.768
1607929200,,,,125.8582926,126.5236165
1607929200,,125.9396226,126.5536415,,
1607932800,,126.0040862,126.6192414,,
1607932800,,,,125.8154203,126.5703339
1607936400,,126.0603333,126.6759833,,
1607936400,,,,125.8630168,126.6316828
1607940000,,,,125.8252127,126.5735964
1607940000,,126.0224909,126.6377636,,
1607943600,,,,125.7774265,126.5214369
1607943600,,125.9606364,126.5753273,,
1607947200,,,,125.7772716,126.5056396
1607947200,,125.9485263,126.5624211,,
1607950800,,,,125.6765782,126.406936
1607950800,,125.8654677,126.4781935,,
1607954400,126.04,,,,
1607954400,,,,125.6989102,126.4566048
1607954400,,125.9041455,126.5168909,,
1607958000,,,,125.7553619,126.5172833
1607958000,,125.8091818,126.4235455,,
1607961600,,125.8335818,126.4433091,,
1607961600,,,,125.7960339,126.5484464
1607965200,,125.852,126.461,,
1607990400,,,,125.804,126.557
1608015600,,,,125.8633535,126.5633401
1608015600,,125.8695238,126.4874524,,
1608019200,,125.8090806,126.4264194,,
1608019200,,,,125.7982986,126.5636201
1608022800,,125.7734483,126.390569,,
1608022800,,,,125.7334887,126.5232371
1608026400,,,,125.7676288,126.5500236
1608026400,,125.7938983,126.4096102,,
1608030000,,125.8493333,126.4660417,,
1608030000,,,,125.834706,126.6169397
1608033600,,125.8533265,126.4693061,,
1608033600,,,,125.8252974,126.614719
1608037200,,125.8588302,126.4751509,,
1608037200,,,,125.8239088,126.6152719
1608040800,,125.7962593,126.4115,,
1608040800,,,,125.7561498,126.537599
1608044400,,,,125.7169913,126.4962017
1608044400,,125.7634643,126.3776964,,
1608048000,,125.7279355,126.3459516,,
1608048000,,,,125.6534785,126.4350523
1608051600,,125.719,126.338,,
1608076800,,,,125.638,126.444
1608102000,,,,125.7092056,126.4178873
1608102000,,125.800766,126.4239362,,
1608105600,,125.745,126.3714231,,
1608105600,,,,125.5554059,126.2984907
1608109200,,125.6244483,126.2496207,,
1608109200,,,,125.4193081,126.1685354
1608112800,,,,125.3527951,126.0980797
1608112800,,125.56025,126.183375,,
1608116400,,,,125.2831968,126.0299357
1608116400,,125.4923226,126.1111935,,
1608120000,,125.41552,126.041,,
1608120000,,,,125.1681413,125.9269638
1608123600,,125.400625,126.0286875,,
1608123600,,,,125.0765589,125.8257273
1608127200,,,,125.0505033,125.8026279
1608127200,,125.3257419,125.9548065,,
1608130800,,125.3616452,125.9876129,,
1608130800,,,,125.0905343,125.8440829
1608134400,,125.3752973,126.0244595,,
1608134400,,,,125.1543702,125.9057719
1608138000,,125.406,126.029,,
1608163200,,,,125.166,125.916
1608188400,,,,125.1483139,125.8419917
1608188400,,125.2601333,125.8806667,,
1608192000,,,,125.2007746,125.9330017
1608192000,,125.3722444,125.9928667,,
1608195600,,,,125.3385131,126.0798427
1608195600,,125.5553333,126.1778,,
1608199200,,125.5771071,126.1997857,,
1608199200,,,,125.344241,126.0964821
1608202800,,125.5249677,126.1473548,,
1608202800,,,,125.3052612,126.0590519
1608206400,,,,125.3717736,126.1289463
1608206400,,125.577,126.19956,,
1608210000,,125.5724242,126.1946364,,
1608210000,,,,125.3718129,126.1274119
1608213600,,,,125.4641334,126.2220565
1608213600,126.052,,,,
1608213600,,125.6677308,126.2907692,,
1608217200,,,,125.437877,126.1946198
1608217200,,125.6824815,126.3045556,,
1608220800,,125.5860333,126.2036667,,
1608220800,,,,125.3210066,126.071103
1608249600,,,,125.253,126.024
1608274800,,125.6031304,126.2252826,,
1608274800,,,,125.3564575,126.0852757
1608278400,,,,125.1690016,125.9236436
1608278400,,125.4475606,126.0688636,,
1608282000,,,,125.0611433,125.8244928
1608282000,,125.3295517,125.947931,,
1608285600,,,,125.0304352,125.7936512
1608285600,,125.3245833,125.9428833,,
1608289200,,,,125.0922329,125.8546969
1608289200,,125.3828983,126.001678,,
1608292800,,,,125.152068,125.9155581
1608292800,,125.4287368,126.0482456,,
1608296400,,125.4874727,126.1073455,,
1608296400,,,,125.2370735,126.0010703
1608300000,,,,125.3150827,126.0813052
1608300000,,125.5630517,126.1834483,,
1608303600,,125.5298036,126.1496429,,
1608303600,,,,125.2650499,126.0348955
1608307200,,125.5123889,126.1313704,,
1608307200,,,,125.2525815,126.0417554
1608310800,,125.502,126.121,,
1608310800,,,,125.239,126.065
1608336000,,,,125.239,126.065
1608382800,,,,125.239,126.065
1608390000,,,,125.239,126.065
1608404400,,,,125.239,126.065
1608465600,,,,125.239,126.065
1608508800,,,,125.239,126.065
1608530400,,125.618,126.235,,
1608534000,,125.8330714,126.4618214,,
1608534000,,,,125.732417,126.4891547
1608537600,,125.9543913,126.5832609,,
1608537600,,,,125.7113255,126.5167414
1608541200,,,,125.5994317,126.4019833
1608541200,,125.82292,126.45312,,
1608544800,,,,125.6636278,126.4469879
1608544800,,125.8161786,126.4472857,,
1608548400,,125.7282857,126.3589286,,
1608548400,,,,125.5683477,126.3735613
1608552000,,125.7079412,126.3382353,,
1608552000,,,,125.5685132,126.3684619
1608555600,,,,125.5732906,126.375243
1608555600,,125.7171176,126.3470588,,
1608559200,,,,125.3812519,126.1827176
1608559200,,125.6397812,126.2660938,,
1608562800,,,,125.3041275,126.108381
1608562800,,125.5393182,126.1682727,,
1608566400,,125.5368889,126.1630556,,
1608566400,,,,125.3154011,126.1055342
1608595200,,,,125.292,126.078
1608620400,,125.565875,126.1668333,,
1608620400,,,,125.4311044,126.1352913
1608624000,,,,125.4353,126.2282492
1608624000,,125.6266857,126.2342286,,
1608627600,,125.5642727,126.1704848,,
1608627600,,,,125.3446454,126.14737
1608631200,,125.586,126.1919643,,
1608631200,,,,125.3337915,126.1340673
1608634800,,125.4146774,126.0208065,,
1608634800,,,,125.1821444,125.9818556
1608638400,,125.3748571,125.976381,,
1608638400,,,,125.1751551,125.9738366
1608642000,,125.4419032,126.0380323,,
1608642000,,,,125.2503792,126.0469534
1608645600,,,,125.3461388,126.1583788
1608645600,,125.5504483,126.1464483,,
1608649200,,,,125.3781298,126.203366
1608649200,,125.5697647,126.1678824,,
1608652800,,125.5399091,126.1399091,,
1608652800,,,,125.4017122,126.2326954
1608681600,,,,125.436,126.264
1608706800,,,,125.4826806,126.1372194
1608706800,,125.5646087,126.1707826,,
1608710400,,125.6085238,126.2126905,,
1608710400,,,,125.4399044,126.2442817
1608714000,,,,125.460213,126.273382
1608714000,,125.6075556,126.2035833,,
1608717600,,125.5654,126.1576571,,
1608717600,,,,125.3897748,126.2093039
1608721200,,,,125.3553158,126.1791488
1608721200,,125.524037,126.1082222,,
1608724800,,,,125.3237826,126.1427656
1608724800,,125.4861304,126.0703478,,
1608728400,,,,125.297977,126.1114574
1608728400,,125.4614545,126.0450909,,
1608732000,,,,124.8173333,125.6436353
1608732000,,125.0864576,125.6670339,,
1608735600,,124.9466812,125.5251739,,
1608735600,,,,124.740138,125.5849049
1608739200,,124.9610976,125.5403415,,
1608739200,,,,124.7490922,125.6024147
1608742800,,125.053,125.634,,
1608768000,,,,124.851,125.682
1608793200,,,,124.9995278,125.5824444
1608793200,,125.0141111,125.6447778,,
1608796800,,125.0056949,125.6364237,,
1608796800,,,,124.8677055,125.7140982
1608800400,,,,124.9098079,125.7798124
1608800400,,125.0434683,125.6747697,,
1608804000,,125.0276385,125.6584115,,
1608804000,,,,124.8925791,125.7488929
1608807600,,124.9822157,125.6148039,,
1608807600,,,,124.8410789,125.7235833
1608811200,,124.9381447,125.6437237,,
1608811200,,,,124.780291,125.7770164
1608814800,,124.9141379,125.6856552,,
1608814800,,,,124.7220349,125.8390291
1608818400,,124.9220656,125.6821639,,
1608818400,,,,124.724,125.8421884
1608822000,,,,124.6485026,125.8638187
1608822000,,124.8543521,125.674493,,
1608825600,,124.8796795,125.7389615,,
1608825600,,,,124.6548377,125.9278052
1608854400,,,,124.67,125.927
1608940800,,,,124.67,125.927
1608948000,,,,124.67,125.927
1608994800,,,,124.67,125.927
1609009200,,,,124.67,125.927
1609070400,,,,124.67,125.927
1609142400,,,,124.8129796,125.6417959
1609146000,,124.8693571,125.503881,,
1609146000,,,,124.7624014,125.58919
1609149600,,124.8686981,125.5036604,,
1609149600,,,,124.7151753,125.6276375
1609153200,,,,124.760229,125.681029
1609153200,,124.9180566,125.5528679,,
1609156800,,124.8729123,125.5111228,,
1609156800,,,,124.7202168,125.644535
1609160400,,124.9095614,125.5501579,,
1609160400,,,,124.7576854,125.7047903
1609164000,,,,124.7843238,125.730153
1609164000,,124.9392558,125.5802558,,
1609167600,,124.9224314,125.5634314,,
1609167600,,,,124.7666219,125.7102332
1609171200,,,,124.8880267,125.7445733
1609171200,,124.9950789,125.638,,
1609200000,,,,124.935,125.792
1609221600,,125.056,125.693,,
1609225200,,125.3899726,126.0314658,,
1609225200,,,,125.2080275,125.9512294
1609228800,,125.2658974,125.8844872,,
1609228800,,,,125.1223643,125.9476411
1609232400,,125.3375556,125.9297778,,
1609232400,,,,125.155122,125.9603461
1609236000,,,,125.1910783,126.003771
1609236000,,125.3751905,125.9677619,,
1609239600,,125.3790625,125.9715,,
1609239600,,,,125.189552,126.015608
1609243200,,,,125.1842194,126.005365
1609243200,,125.3801111,125.9717222,,
1609246800,,,,125.1357633,125.9458807
1609246800,,125.3842667,125.9758,,
1609250400,,,,125.15925,125.9617905
1609250400,,125.4694286,126.0597143,,
1609254000,,125.5051667,126.0961111,,
1609254000,,,,125.1842429,125.9627555
1609257600,,,,125.2228278,125.998826
1609257600,,125.549625,126.1405625,,
1609261200,,,,125.215,125.995
1609286400,,,,125.215,125.995
1609311600,,125.3986047,125.9895116,,
1609311600,,,,125.2187123,125.8498771
1609315200,,125.3364918,125.9268852,,
1609315200,,,,125.0167531,125.7761769
1609318800,,125.3179483,125.9083621,,
1609318800,,,,124.9587189,125.7402396
1609322400,,125.2978491,125.8883396,,
1609322400,,,,124.9420213,125.7312738
1609326000,,,,124.974673,125.7728824
1609326000,,125.3357586,125.9259138,,
1609329600,,125.4657407,126.0527407,,
1609329600,,,,125.0162326,125.814783
1609333200,,125.5590702,126.147807,,
1609333200,,,,125.1219948,125.9215759
1609336800,,125.6103273,126.1977091,,
1609336800,,,,125.1921938,125.9733941
1609340400,,125.6262931,126.2142931,,
1609340400,,,,125.2039866,125.9745946
1609344000,,,,125.1853425,125.9544144
1609344000,,125.6088868,126.1972264,,
1609372800,,,,125.158,125.95
1609394400,,125.476,126.065,,
1609398000,,125.46225,126.0530714,,
1609398000,,,,125.3401316,125.9932368
1609401600,,,,125.2526573,125.9968075
1609401600,,125.3765672,125.9690821,,
1609405200,,,,125.2513188,125.9759855
1609405200,,125.3663662,125.9588662,,
1609408800,,,,125.2472985,125.9974776
1609408800,,125.3725827,125.9652283,,
1609412400,,,,125.2482616,126.0278837
1609412400,,125.384359,125.9770513,,
1609416000,,,,125.2675317,126.0421854
1609416000,,125.4014425,125.994,,
1609419600,,125.3651224,126.2733878,,
1609419600,,,,125.3931111,126.1340139
1609423200,,,,125.4288133,126.1839337
1609423200,,125.4036339,126.3106161,,
1609426800,,125.4067604,126.3135,,
1609426800,,,,125.4410787,126.1794101
1609430400,,125.4042857,126.310898,,
1609430400,,,,125.436907,126.1784651
1609434000,,125.385,126.293,,
1609459200,,,,125.397,126.169
1609545600,,,,125.397,126.169
1609599600,,,,125.397,126.169
1609614000,,,,125.397,126.169
1609743600,,125.2181875,126.12675,,
1609743600,,,,125.2138566,125.9058419
1609747200,,,,125.4875126,126.2531541
1609747200,,125.6195581,126.5047907,,
1609750800,,125.8623043,126.7443913,,
1609750800,,,,125.6463767,126.4187399
1609754400,,125.7691648,126.6562747,,
1609754400,,,,125.7218252,126.4818551
1609758000,,125.7421529,126.6291059,,
1609758000,,,,125.6919634,126.4562213
1609761600,,,,125.6197138,126.3783248
1609761600,,125.6703636,126.5567922,,
1609765200,,,,125.5531592,126.3151178
1609765200,,125.6031087,126.488837,,
1609768800,,125.5218241,126.4069907,,
1609768800,,,,125.475909,126.2348889
1609772400,,,,125.7316581,126.497881
1609772400,,125.8362705,126.7234262,,
1609776000,,,,125.8014043,126.5608676
1609776000,,125.8932985,126.7784627,,
1609804800,,,,125.868,126.63
1609830000,,125.8812785,126.7569747,,
1609830000,,,,125.8046091,126.5902349
1609833600,,,,125.7227759,126.4828041
1609833600,,125.7623125,126.6350781,,
1609837200,,125.7436545,126.6243636,,
1609837200,,,,125.6982373,126.4542962
1609840800,,,,125.7106232,126.463525
1609840800,,125.7541923,126.6349615,,
1609844400,,,,125.7154842,126.4702905
1609844400,,125.8376429,126.5365179,,
1609848000,,,,125.7129947,126.4675636
1609848000,,125.8797544,126.4773333,,
1609851600,,125.8748689,126.4734262,,
1609851600,,,,125.7311363,126.4877615
1609855200,,125.8809688,126.4850625,,
1609855200,,,,125.7416694,126.5000245
1609858800,,125.8012742,126.4071774,,
1609858800,,,,125.6730385,126.4325508
1609862400,,125.7844531,126.3821094,,
1609862400,,,,125.6476688,126.4001775
1609866000,,125.7205,126.3195,,
1609891200,,,,125.597,126.354
1609916400,,,,125.3128584,126.0358442
1609916400,,125.3700645,125.9618387,,
1609920000,,,,125.327744,126.079747
1609920000,,125.4038108,125.9935405,,
1609923600,,,,125.4641971,126.2207711
1609923600,,125.5416528,126.1452778,,
1609927200,,125.5125902,126.1054098,,
1609927200,,,,125.4262859,126.1873586
1609930800,,,,125.486465,126.2456598
1609930800,,125.5968333,126.1844833,,
1609930800,126.27,,,,
1609934400,126.213,,,,
1609934400,,125.9426333,126.5395667,,
1609934400,,,,125.6447512,126.3856573
1609938000,,125.9578235,126.5548235,,
1609938000,,,,125.7814246,126.5242785
1609941600,,,,125.8486358,126.5902284
1609941600,,125.9455507,126.5451884,,
1609945200,,,,125.7490348,126.493121
1609945200,,125.8749844,126.4784375,,
1609948800,,125.8983393,126.513,,
1609948800,,,,125.8086557,126.5453591
1609952400,,125.906,126.524,,
1609977600,,,,125.875,126.64
1609999200,,125.433,126.021,,
1610002800,,125.6888333,126.4013939,,
1610002800,,,,125.7867685,126.5034056
1610006400,,,,125.9150863,126.6670092
1610006400,,125.9930645,126.562371,,
1610010000,,126.0398871,126.6107097,,
1610010000,,,,126.0049598,126.7575301
1610013600,,126.1173286,126.6876857,,
1610013600,,,,126.1633532,126.9231327
1610017200,,,,126.2814925,127.0369129
1610017200,,126.1997656,126.7786406,,
1610020800,,126.124619,126.7136825,,
1610020800,,,,126.2065637,126.9695987
1610024400,,126.1019744,126.6920769,,
1610024400,,,,126.1982775,126.9512313
1610028000,,126.0030465,126.6098605,,
1610028000,,,,126.0883661,126.8412839
1610031600,,125.9392857,126.5143651,,
1610031600,,,,126.0302624,126.7840102
1610035200,,125.9420164,126.530082,,
1610035200,,,,126.0145886,126.7620751
1610038800,,126.01,126.621,,
1610064000,,,,126.098,126.86
1610089200,,126.244125,126.73675,,
1610089200,,,,126.1118484,126.8010352
1610092800,,,,126.1497978,126.898326
1610092800,,126.6124324,126.9626757,,
1610096400,,126.6513077,127.0017308,,
1610096400,,,,126.2071506,126.9653028
1610100000,,126.7066,127.0583,,
1610100000,,,,126.2947878,127.055655
1610103600,,,,126.2687536,127.0315474
1610103600,,126.6450769,126.9992308,,
1610107200,,,,126.2869351,127.0422824
1610107200,,126.6592308,127.0002692,,
1610110800,,,,126.3065794,127.0711694
1610110800,,126.6686774,126.9937742,,
1610114400,,126.73584,127.05736,,
1610114400,,,,126.3687377,127.1370966
1610118000,,,,126.3862724,127.1266625
1610118000,,126.7911176,127.1054706,,
1610121600,,,,126.3419325,127.0748305
1610121600,,126.6996667,127.1254722,,
1610150400,,,,126.331,127.09
1610154000,,,,126.331,127.09
1610208000,,,,126.331,127.09
1610218800,,,,126.331,127.09
1610280000,,,,126.331,127.09
1610348400,,,,126.5008987,127.2140327
1610348400,,126.6830286,127.2398286,,
1610352000,,,,126.3997788,127.1385172
1610352000,,126.6233478,127.1784493,,
1610355600,,126.5940937,127.1509375,,
1610355600,,,,126.4042268,127.1420144
1610359200,,,,126.4399116,127.180085
1610359200,,126.6006909,127.157,,
1610362800,,,,126.4249137,127.1661743
1610362800,,126.5600769,127.1163269,,
1610366400,,,,126.4400268,127.1825796
1610366400,,126.593193,127.1431754,,
1610370000,,126.5393387,127.0778226,,
1610370000,,,,126.3344129,127.0772465
1610373600,,,,126.1926746,126.9327712
1610373600,,126.4555789,126.9645526,,
1610377200,,,,126.1257107,126.858978
1610377200,,126.3383043,126.8202899,,
1610380800,,,,126.084125,126.8153351
1610380800,,126.1722143,126.6272321,,
1610384400,,126.159,126.614,,
1610409600,,,,126.093,126.826
1610424000,,126.309,126.829,,
1610434800,,,,125.9983366,126.6942681
1610434800,,126.0558919,126.5764865,,
1610438400,,125.9868519,126.4954815,,
1610438400,,,,125.9783344,126.6947843
1610442000,,125.9596333,126.4403667,,
1610442000,126.0815,,,,
1610442000,,,,125.8312693,126.5505616
1610445600,,125.8598793,126.3451034,,
1610445600,,,,125.769406,126.4887215
1610449200,,125.8668393,126.3548214,,
1610449200,,,,125.7719445,126.492037
1610452800,,125.8712593,126.3692963,,
1610452800,,,,125.764732,126.480799
1610456400,,,,125.7472457,126.4394883
1610456400,126.08,,,,
1610456400,,125.8496349,126.3482698,,
1610460000,,,,125.7579296,126.437529
1610460000,,125.9097647,126.4034118,,
1610463600,,125.8919672,126.3827049,,
1610463600,,,,125.6610777,126.3383011
1610467200,,125.849322,126.3264746,,
1610467200,,,,125.6050872,126.2828275
1610467200,125.954,,,,
1610496000,,,,125.604,126.291
1610521200,,,,125.8512276,126.4462518
1610521200,,125.904614,126.4037368,,
1610524800,,,,125.9340335,126.6066555
1610524800,,126.024,126.5409091,,
1610528400,,125.9876032,126.5069683,,
1610528400,,,,125.9047917,126.5750382
1610532000,,125.9896562,126.5089687,,
1610532000,,,,125.8946633,126.5650216
1610535600,,,,125.8679167,126.5351359
1610535600,,125.9984727,126.5173818,,
1610539200,,125.9787241,126.4974655,,
1610539200,,,,125.8312559,126.511363
1610542800,,126.0365179,126.5555714,,
1610542800,,,,125.9183766,126.5919046
1610546400,,126.1566349,126.6757778,,
1610546400,,,,126.0470755,126.7021903
1610550000,,,,126.142321,126.7919984
1610550000,,126.2389661,126.744678,,
1610553600,,126.2742222,126.7730185,,
1610553600,,,,126.1482163,126.8106903
1610557200,,126.3241667,126.8113333,,
1610582400,,,,126.111,126.796
1610607600,,,,126.2563984,126.8051874
1610607600,,126.5083636,126.8464545,,
1610611200,,,,126.2584544,126.8917632
1610611200,,126.4606667,126.7568571,,
1610614800,,,,126.3501864,127.0057559
1610614800,,126.5528235,126.871,,
1610618400,,126.512,126.826875,,
1610618400,,,,126.2843569,126.9484899
1610622000,,,,126.3365149,126.9908278
1610622000,,126.5549545,126.8705455,,
1610625600,,126.6220417,126.9375,,
1610625600,,,,126.396068,127.0595717
1610629200,,,,126.4582322,127.1065581
1610629200,,126.6515217,126.912087,,
1610629200,126.302,,,,
1610632800,,,,126.5182222,127.1631381
1610632800,,126.5385469,126.7873906,,
1610636400,,126.5018103,126.7131207,,
1610636400,,,,126.4834498,127.1261793
1610640000,,,,126.4633806,127.1179235
1610640000,,126.5185,126.7292308,,
1610643600,,,,126.433,127.091
1610668800,,,,126.433,127.091
1610694000,,,,126.5140673,127.1028701
1610694000,,126.780973,126.9951081,,
1610697600,,126.6786154,126.7868615,,
1610697600,,,,126.3422025,127.0030848
1610701200,,126.5464324,126.6837297,,
1610701200,,,,126.2845591,126.9401281
